Tipo de operación,Producto y/o Servicio ,Subproducto,Causa ,Código de Producto ,Código de Causa ,CONSULTA ,RECLAMACIÓN ,ACLARACIÓN 
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711011161 ,'1058 ,,SI ,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711011161 ,'1060 ,,SI ,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711011161 ,'1064 ,,SI ,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,No entrega de tabla de amortización al momento de formalizar el contrato ,'025711011161 ,'1074 ,,SI ,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025711011161 ,'1075 ,,SI ,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711011161 ,'1079 ,SI ,,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711011161 ,'1081 ,,SI ,SI 
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,"Promociones, meses sin intereses, sorteos o premios no entregados o aplicados al Usuario, cliente y/o socio ",'025711011161 ,'1086 ,,SI ,SI 
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025711011161 ,'1101 ,,SI ,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,Información sobre la actualización de historial crediticio ,'025711011161 ,'1200 ,SI ,,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,Solicitud de estados de cuenta ,'025711011161 ,'1207 ,SI ,,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711011161 ,'1211 ,SI ,,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,Información para la cancelación de producto o servicio ,'025711011161 ,'1217 ,SI ,,
Operaciones Activas ,Crédito al auto ,Crédito Simple (Auto) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711011161 ,'1221 ,SI ,,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Solicitud de estados de cuenta no atendida ,'025711021162 ,'0188 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711021162 ,'0413 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711021162 ,'0577 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711021162 ,'0582 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Crédito aprobado sin la entrega de recursos ,'025711021162 ,'0583 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el monto de las primas de los seguros por lo que respecta a la amortización ,'025711021162 ,'0611 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad respecto del saldo a favor después del siniestro ,'025711021162 ,'0612 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Negociación de créditos (Orientación) ,'025711021162 ,'0666 ,SI ,,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Consulta de saldos y movimientos no atendida ,'025711021162 ,'0712 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Actualización de historial crediticio no realizada ,'025711021162 ,'0730 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Beneficios no aplicados al crédito ,'025711021162 ,'0732 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"Cobro de nuevas comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711021162 ,'0734 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el monto de las primas devengadas del seguro vinculado ,'025711021162 ,'0751 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,No entrega de saldo a favor al cancelar el producto ,'025711021162 ,'0758 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,No se otorgó oferta vinculante o no se respetó ,'025711021162 ,'0760 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Otorgamiento de crédito a menores ,'025711021162 ,'0761 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,No entrega de acuse de recepción de la aclaración ,'025711021162 ,'0770 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Crédito no reconocido en el historial crediticio ,'025711021162 ,'0835 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Cobro de comisión por pago efectuado no aplicado ,'025711021162 ,'0840 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Cobro no reconocido de intereses ordinarios y/o moratorios ,'025711021162 ,'0841 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Convenio/reestructura de pago no respetado por la Institución ,'025711021162 ,'0842 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Eliminación de historial crediticio no realizada ,'025711021162 ,'0844 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025711021162 ,'0849 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el cobro de comisión por cancelación del crédito ,'025711021162 ,'0850 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el cobro de comisión por pago anticipado no pactada en el contrato ,'025711021162 ,'0851 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el cobro de intereses moratorios y accesorios durante el proceso de aclaración ,'025711021162 ,'0853 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el cobro de intereses no pactados en el contrato ,'025711021162 ,'0854 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el monto de la prima de los seguros y/o con la forma del pago del mismo ,'025711021162 ,'0855 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad por cambio de Aseguradora ,'025711021162 ,'0857 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"La Institución no entrega la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711021162 ,'0858 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"Crédito otorgado sin ser solicitado ni autorizado por el Usuario, cliente y/o socio ",'025711021162 ,'0913 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"El Usuario, cliente y/o socio no recibió el estado de cuenta con la leyenda de liquidación ",'025711021162 ,'0939 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con el cobro de comisión y accesorios por cancelación de crédito en términos de lo dispuesto en el contrato ,'025711021162 ,'0963 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025711021162 ,'0967 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"Inconformidad con el cobro de remanentes a favor del Usuario, cliente y/o socio ",'025711021162 ,'0969 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con la aclaración de los términos del contrato ,'025711021162 ,'1005 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711021162 ,'1011 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Incumplimiento con los términos del contrato ,'025711021162 ,'1042 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711021162 ,'1058 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711021162 ,'1060 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711021162 ,'1064 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,No entrega de tabla de amortización al momento de formalizar el contrato ,'025711021162 ,'1074 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025711021162 ,'1075 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711021162 ,'1079 ,SI ,,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711021162 ,'1081 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"Promociones, meses sin intereses, sorteos o premios no entregados o aplicados al Usuario, cliente y/o socio ",'025711021162 ,'1086 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025711021162 ,'1101 ,,SI ,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Información sobre la actualización de historial crediticio ,'025711021162 ,'1200 ,SI ,,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Consulta del monto de las primas de los seguros por lo que respecta a la amortización ,'025711021162 ,'1204 ,SI ,,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Solicitud de estados de cuenta ,'025711021162 ,'1207 ,SI ,,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711021162 ,'1211 ,SI ,,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,Información para la cancelación de producto o servicio ,'025711021162 ,'1217 ,SI ,,
Operaciones Activas ,Crédito con garantía hipotecaria ,Crédito Simple (CGH) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711021162 ,'1221 ,SI ,,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Negativa al otorgamiento de apoyo (programas de apoyo) ,'025711031163 ,'0197 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con la recepción de pagos ,'025711031163 ,'0353 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con la aplicación de los programas de apoyo ,'025711031163 ,'0368 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711031163 ,'0413 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711031163 ,'0577 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711031163 ,'0582 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Crédito aprobado sin la entrega de recursos ,'025711031163 ,'0583 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el monto de las primas de los seguros por lo que respecta a la amortización ,'025711031163 ,'0611 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Negociación de créditos (Orientación) ,'025711031163 ,'0666 ,SI ,,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Consulta de saldos y movimientos no atendida ,'025711031163 ,'0712 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Actualización de historial crediticio no realizada ,'025711031163 ,'0730 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Beneficios no aplicados al crédito ,'025711031163 ,'0732 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,"Cobro de nuevas comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711031163 ,'0734 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el monto de las primas devengadas del seguro vinculado ,'025711031163 ,'0751 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,No entrega de saldo a favor al cancelar el producto ,'025711031163 ,'0758 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Otorgamiento de crédito a menores ,'025711031163 ,'0761 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,No entrega de acuse de recepción de la aclaración ,'025711031163 ,'0770 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Cobro de comisión por pago efectuado no aplicado ,'025711031163 ,'0840 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Cobro no reconocido de intereses ordinarios y/o moratorios ,'025711031163 ,'0841 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Convenio/reestructura de pago no respetado por la Institución ,'025711031163 ,'0842 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Eliminación de historial crediticio no realizada ,'025711031163 ,'0844 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025711031163 ,'0849 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el cobro de comisión por cancelación del crédito ,'025711031163 ,'0850 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el cobro de comisión por pago anticipado no pactada en el contrato ,'025711031163 ,'0851 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el cobro de intereses moratorios y accesorios durante el proceso de aclaración ,'025711031163 ,'0853 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el cobro de intereses no pactados en el contrato ,'025711031163 ,'0854 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el monto de la prima de los seguros y/o con la forma del pago del mismo ,'025711031163 ,'0855 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,"La Institución no entrega la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711031163 ,'0858 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,"El Usuario, cliente y/o socio no recibió el estado de cuenta con la leyenda de liquidación ",'025711031163 ,'0939 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con el cobro de comisión y accesorios por cancelación de crédito en términos de lo dispuesto en el contrato ,'025711031163 ,'0963 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025711031163 ,'0967 ,,SI ,
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,"Inconformidad con el cobro de remanentes a favor del Usuario, cliente y/o socio ",'025711031163 ,'0969 ,,SI ,SI 
Operaciones Activas ,Crédito con garantía prendaria ,Crédito Simple (CGP) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711031163 ,'1011 ,,SI ,
